"ride_id";"rideable_type";"started_at";"ended_at";"start_station_name";"member_casual";"duration"
"BE7AAD66497D9E1F";"classic_bike";"2024-01-10 21:13:04";"2024-01-10 21:18:19";"16th & R St NW";"member";315
"9173A0F1ED0FA47D";"electric_bike";"2024-01-25 00:16:08";"2024-01-25 00:23:56";"17th & P St NW";"member";468
"9DBEB73FDEB24091";"classic_bike";"2024-01-04 21:42:42";"2024-01-04 21:47:39";"16th & R St NW";"member";297
"EF43761530DB4CA3";"classic_bike";"2024-01-29 16:59:59";"2024-01-29 17:05:20";"17th & P St NW";"member";321
"821FC5FB51E1CCEE";"electric_bike";"2024-01-08 20:53:04";"2024-01-08 20:57:23";"14th St & Colorado Ave NW";"member";259
"95DFEDFAAF5BA40B";"classic_bike";"2024-01-01 12:34:40";"2024-01-01 13:03:24";"Wisconsin Ave & Rodman St NW";"member";1724
"2DC799848E334F77";"classic_bike";"2024-01-25 14:56:01";"2024-01-25 15:01:52";"17th & P St NW";"member";351
"CCC55CB371487EA1";"electric_bike";"2024-01-30 19:46:54";"2024-01-30 19:51:55";"17th & P St NW";"member";301
"2DFAE09387E521F3";"electric_bike";"2024-01-10 17:59:55";"2024-01-10 18:03:40";"17th & P St NW";"member";225
"18B8E5393DA309A7";"electric_bike";"2024-01-22 22:37:46";"2024-01-22 22:44:05";"17th & P St NW";"member";379
"868CE6795F2179F7";"classic_bike";"2024-01-15 15:10:07";"2024-01-15 15:15:34";"17th & P St NW";"member";327
"B40123120D7363EE";"classic_bike";"2024-01-24 04:26:49";"2024-01-24 04:36:24";"16th & R St NW";"member";575
"9DC1AD91E92CCB73";"electric_bike";"2024-01-18 19:33:49";"2024-01-18 19:39:33";"17th & P St NW";"member";344
"3BBED43E93825983";"classic_bike";"2024-01-23 15:11:26";"2024-01-23 15:14:46";"16th & R St NW";"member";200
"892B727E53A3921B";"classic_bike";"2024-01-22 18:19:56";"2024-01-22 18:27:02";"16th & R St NW";"member";426
"8CCF77B194EE4CC4";"electric_bike";"2024-01-25 13:14:09";"2024-01-25 13:28:01";"Calvert St & Woodley Pl NW";"member";832
"386424192622408B";"electric_bike";"2024-01-02 13:11:44";"2024-01-02 13:23:23";"Calvert St & Woodley Pl NW";"member";699
"631E23E99A27FAE1";"classic_bike";"2024-01-25 19:14:24";"2024-01-25 19:43:03";"1st & N St SE";"member";1719
"5659D052629E6BE2";"classic_bike";"2024-01-02 13:40:06";"2024-01-02 14:14:07";"Henry Bacon Dr & Lincoln Memorial Circle NW";"casual";2041
"E06CD4D4DEC8B389";"electric_bike";"2024-01-27 09:15:01";"2024-01-27 09:23:49";"Wisconsin Ave & O St NW";"member";528
"63DE07CEF8FC1996";"classic_bike";"2024-01-24 20:26:52";"2024-01-24 20:46:02";"Wisconsin Ave & O St NW";"member";1150
"8DCE6181B7378302";"classic_bike";"2024-01-26 14:49:36";"2024-01-26 15:02:15";"Henry Bacon Dr & Lincoln Memorial Circle NW";"member";759
"628DBE9E8094F2F6";"classic_bike";"2024-01-10 22:40:20";"2024-01-10 22:49:06";"Connecticut Ave & Tilden St NW";"member";526
"5BD1A65C0849942D";"classic_bike";"2024-01-26 15:39:11";"2024-01-26 16:09:58";"Oklahoma Ave & D St NE";"member";1847
"36EB57A89D553B8B";"classic_bike";"2024-01-18 17:45:53";"2024-01-18 18:14:02";"Connecticut Ave & Tilden St NW";"member";1689
"64E4946E58430B00";"electric_bike";"2024-01-23 19:14:36";"2024-01-23 19:23:26";"Constitution Ave & 2nd St NW/DOL";"casual";530
"6151E82E7AC8935B";"classic_bike";"2024-01-28 14:01:06";"2024-01-28 14:29:16";"1st & K St NE";"member";1690
"76D1745D5A2C080E";"electric_bike";"2024-01-11 12:29:24";"2024-01-11 12:38:21";"Metro Center / 12th & G St NW";"casual";537
"4E4DD1955ACB4E43";"classic_bike";"2024-01-31 17:32:54";"2024-01-31 17:47:54";"Constitution Ave & 2nd St NW/DOL";"casual";900
"84D3574F94B3A8C0";"electric_bike";"2024-01-29 15:53:47";"2024-01-29 16:02:46";"Metro Center / 12th & G St NW";"casual";539
"0B5EEF1BCD5FC939";"electric_bike";"2024-01-03 15:47:01";"2024-01-03 15:57:39";"Metro Center / 12th & G St NW";"casual";638
"C072B54EDA48230D";"classic_bike";"2024-01-17 11:48:07";"2024-01-17 11:55:27";"1st & K St NE";"member";440
"F3B05F61816889F4";"electric_bike";"2024-01-25 18:14:38";"2024-01-25 18:20:54";"1st & K St NE";"member";376
"EFCCD3DF26F57D27";"classic_bike";"2024-01-31 11:51:44";"2024-01-31 11:58:21";"1st & K St NE";"member";397
"CE4525723AD849CD";"electric_bike";"2024-01-20 08:48:12";"2024-01-20 08:54:42";"1st & K St NE";"member";390
"25A68AC804435517";"classic_bike";"2024-01-26 11:52:19";"2024-01-26 11:58:04";"1st & K St NE";"member";345
"212C284919092D9B";"classic_bike";"2024-01-10 15:58:49";"2024-01-10 16:15:21";"4th & C St SW";"member";992
"CCD82D4DDDD81AE8";"classic_bike";"2024-01-17 17:33:40";"2024-01-17 17:43:06";"North Capitol St & F St NW";"member";566
"8314CB7A04434040";"electric_bike";"2024-01-25 05:50:28";"2024-01-25 05:54:09";"1st & K St NE";"member";221
"E967CDE29DE38EB9";"electric_bike";"2024-01-26 13:23:02";"2024-01-26 13:37:21";"North Capitol St & F St NW";"member";859
"914A6DCD462AE636";"electric_bike";"2024-01-02 09:15:32";"2024-01-02 09:35:35";"Kansas Ave & Sherman Cr NW";"member";1203
"437B8042C6C3C3CB";"classic_bike";"2024-01-23 09:46:16";"2024-01-23 09:57:57";"11th & Park Rd NW";"member";701
"36EC682E7BEDCBE7";"classic_bike";"2024-01-11 20:18:47";"2024-01-11 20:22:55";"Crystal Dr & 20th St S";"member";248
"9C5F32E7FA38E85B";"classic_bike";"2024-01-11 16:08:39";"2024-01-11 16:19:41";"16th & R St NW";"member";662
"BD4C0B8F65C5E7F2";"classic_bike";"2024-01-04 16:06:31";"2024-01-04 16:16:04";"16th & R St NW";"member";573
"9D981060B029ABA8";"electric_bike";"2024-01-07 12:59:39";"2024-01-07 13:09:00";"16th & R St NW";"member";561
"7BE569492921039A";"electric_bike";"2024-01-06 09:17:27";"2024-01-06 09:29:04";"16th & R St NW";"member";697
"1802292058725681";"classic_bike";"2024-01-03 08:55:10";"2024-01-03 09:09:19";"16th & R St NW";"member";849
"B065E83DD7C7AB34";"electric_bike";"2024-01-28 12:49:28";"2024-01-28 13:01:30";"Massachusetts Ave & 6th St NE";"member";722
"00B1932301D8AD94";"electric_bike";"2024-01-04 13:41:07";"2024-01-04 13:49:39";"Virginia Ave & 25th St NW";"member";512
"E7DA1D4210755E4B";"electric_bike";"2024-01-11 15:09:31";"2024-01-11 15:25:44";"Virginia Ave & 25th St NW";"casual";973
"2CB94190B4FD7A10";"electric_bike";"2024-01-11 15:09:27";"2024-01-11 15:25:56";"Virginia Ave & 25th St NW";"casual";989
"4D887203191BCD43";"classic_bike";"2024-01-22 09:17:03";"2024-01-22 09:27:38";"1st & K St NE";"casual";635
"51DB5B56E40EBD6D";"electric_bike";"2024-01-10 08:32:57";"2024-01-10 08:40:15";"North Capitol St & F St NW";"member";438
"47C12FA2475748DC";"classic_bike";"2024-01-26 13:45:03";"2024-01-26 13:52:52";"Constitution Ave & 2nd St NW/DOL";"member";469
"D559626E1FFAC4F7";"classic_bike";"2024-01-26 12:16:25";"2024-01-26 13:06:02";"North Capitol St & F St NW";"casual";2977
"2C7C0DB22F0FDA52";"classic_bike";"2024-01-13 11:18:02";"2024-01-13 11:35:45";"2nd St & Massachusetts Ave NE";"member";1063
"9367BD591C8A5782";"electric_bike";"2024-01-04 11:46:31";"2024-01-04 12:11:40";"Oklahoma Ave & D St NE";"member";1509
"6DA386C78A4A5169";"classic_bike";"2024-01-12 10:03:37";"2024-01-12 10:39:09";"Anacostia Metro";"member";2132
"0C62A9369E619A6F";"classic_bike";"2024-01-13 16:22:02";"2024-01-13 16:24:28";"Connecticut Ave & Tilden St NW";"member";146
"8E5B57B51B407390";"classic_bike";"2024-01-24 18:49:28";"2024-01-24 18:52:59";"Connecticut Ave & Tilden St NW";"member";211
"B47480C586149BFB";"electric_bike";"2024-01-25 09:36:17";"2024-01-25 09:45:01";"Thomas Circle";"member";524
"5B99FB79BEEBB682";"electric_bike";"2024-01-26 14:12:39";"2024-01-26 14:19:06";"9th & Upshur St NW";"casual";387
"23BA6508FFC46574";"classic_bike";"2024-01-25 08:55:58";"2024-01-25 09:01:15";"Thomas Circle";"casual";317
"2A6EBADC554EB656";"electric_bike";"2024-01-27 18:30:15";"2024-01-27 18:36:55";"Thomas Circle";"casual";400
"B248B57CD6D979BE";"electric_bike";"2024-01-03 15:25:39";"2024-01-03 15:42:46";"Thomas Circle";"member";1027
"4D8516FA591AC0EF";"classic_bike";"2024-01-10 08:37:19";"2024-01-10 08:42:57";"Thomas Circle";"casual";338
"B55DBD3B9A7876F7";"classic_bike";"2024-01-30 08:45:05";"2024-01-30 09:12:09";"11th & Park Rd NW";"member";1624
"D7A1E0CF8B16A7D3";"classic_bike";"2024-01-30 16:36:38";"2024-01-30 16:55:50";"Wilson Blvd & N Oak St";"member";1152
"163A007F68DD8F98";"electric_bike";"2024-01-12 12:48:23";"2024-01-12 12:58:17";"Wilson Blvd & N Oak St";"member";594
"5C6299D6FF547C2A";"classic_bike";"2024-01-21 10:45:48";"2024-01-21 10:58:36";"9th St & Pennsylvania Ave NW";"casual";768
"D8E96D4BCF9FC3D5";"classic_bike";"2024-01-24 08:00:41";"2024-01-24 08:03:02";"Wilson Blvd & N Oak St";"member";141
"F9F9EE69846826E2";"electric_bike";"2024-01-24 23:59:49";"2024-01-25 00:07:20";"9th St & Pennsylvania Ave NW";"member";451
"548ECD26B4910606";"classic_bike";"2024-01-09 06:39:29";"2024-01-09 06:46:05";"Eastern Market / 7th & North Carolina Ave SE";"member";396
"6FDC814A1B14BA29";"electric_bike";"2024-01-18 23:38:39";"2024-01-18 23:51:07";"5th & F St NW";"casual";748
"5574726BCE24DDDE";"classic_bike";"2024-01-26 16:40:21";"2024-01-26 16:44:24";"11th & S St NW";"casual";243
"14B8B1CECF9895E8";"classic_bike";"2024-01-27 00:04:12";"2024-01-27 00:14:03";"5th & F St NW";"casual";591
"D7AA55FD39BD1738";"electric_bike";"2024-01-13 01:15:40";"2024-01-13 01:24:11";"11th & S St NW";"casual";511
"F2E6CAA8A67E704B";"electric_bike";"2024-01-28 15:03:21";"2024-01-28 15:09:21";"Eastern Market / 7th & North Carolina Ave SE";"casual";360
"88025329D32BA7C5";"classic_bike";"2024-01-07 09:43:01";"2024-01-07 09:46:44";"11th & S St NW";"casual";223
"255249627B38512A";"electric_bike";"2024-01-07 17:37:37";"2024-01-07 17:39:49";"11th & S St NW";"casual";132
"3A98AEF1BE644D0D";"electric_bike";"2024-01-26 14:34:51";"2024-01-26 14:45:20";"7th & Monroe St NE";"member";629
"F0BF477A02B5BEC3";"classic_bike";"2024-01-14 20:01:07";"2024-01-14 20:05:29";"11th & S St NW";"member";262
"0422EAD443854CCD";"electric_bike";"2024-01-26 16:56:25";"2024-01-26 17:10:52";"8th & D St NW";"member";867
"AC78DCFEA37DCB30";"classic_bike";"2024-01-23 17:02:10";"2024-01-23 17:15:03";"8th & D St NW";"member";773
"871504F626BFFDBE";"classic_bike";"2024-01-15 13:31:45";"2024-01-15 13:40:33";"Eastern Market / 7th & North Carolina Ave SE";"member";528
"2FB16774104220D9";"classic_bike";"2024-01-29 19:15:00";"2024-01-29 19:18:18";"11th & S St NW";"member";198
"CA245B0584DC1637";"classic_bike";"2024-01-29 10:57:38";"2024-01-29 11:00:22";"11th & S St NW";"member";164
"87642DC0CD05C429";"classic_bike";"2024-01-21 14:03:31";"2024-01-21 14:06:20";"11th & S St NW";"member";169
"51FE5586C2309027";"electric_bike";"2024-01-08 20:03:26";"2024-01-08 20:05:18";"Wilson Blvd & N Troy St";"member";112
"155938C80B1A8C2F";"electric_bike";"2024-01-22 15:34:49";"2024-01-22 15:44:18";"Kansas Ave & Sherman Cr NW";"member";569
"7EECA568F8CAD8CD";"electric_bike";"2024-01-28 10:16:15";"2024-01-28 10:24:38";"Kansas Ave & Sherman Cr NW";"member";503
"9811B710BD322C37";"electric_bike";"2024-01-12 17:11:00";"2024-01-12 17:24:16";"Neal St & Trinidad Ave NE";"member";796
"6D8D45C29EA97FBC";"electric_bike";"2024-01-18 10:18:08";"2024-01-18 10:27:30";"Kansas Ave & Sherman Cr NW";"member";562
"E0C524751E546035";"electric_bike";"2024-01-29 11:42:20";"2024-01-29 11:50:53";"Kansas Ave & Sherman Cr NW";"member";513
"3A3EAB9F963C119C";"classic_bike";"2024-01-08 18:25:24";"2024-01-08 18:30:28";"14th & Upshur St NW";"member";304
"4FD06512D9AF492A";"electric_bike";"2024-01-07 23:40:27";"2024-01-08 00:09:10";"Georgia & Missouri Ave NW";"member";1723
"B58DEC4975247743";"electric_bike";"2024-01-26 15:55:02";"2024-01-26 15:59:16";"Baron Cameron Ave & North Hampton Ave";"casual";254
"258EEDEAF532F0A9";"electric_bike";"2024-01-14 10:12:34";"2024-01-14 10:19:09";"2nd St & Massachusetts Ave NE";"casual";395
"0A2FF0C49843B75B";"classic_bike";"2024-01-26 19:48:32";"2024-01-26 19:58:12";"2nd St & Massachusetts Ave NE";"member";580
"B10252703B2A99F2";"classic_bike";"2024-01-03 18:26:39";"2024-01-03 18:38:08";"2nd St & Massachusetts Ave NE";"member";689
"8AC232FF1204C017";"classic_bike";"2024-01-27 13:51:12";"2024-01-27 13:58:37";"17th & P St NW";"member";445
"AF7B823B989B232B";"electric_bike";"2024-01-20 16:04:02";"2024-01-20 16:13:38";"Massachusetts Ave & 6th St NE";"member";576
"E3862A287B78BA72";"classic_bike";"2024-01-30 17:44:39";"2024-01-30 17:50:09";"17th & P St NW";"member";330
"43CC21FD75CF118B";"classic_bike";"2024-01-12 12:06:07";"2024-01-12 12:55:08";"South Capitol & Atlantic St SW";"member";2941
"80160994C12559E0";"classic_bike";"2024-01-05 13:50:42";"2024-01-05 14:01:05";"9th & Upshur St NW";"casual";623
"4217DF33C6D8CB04";"classic_bike";"2024-01-26 19:36:52";"2024-01-26 19:52:13";"14th & Q St NW";"casual";921
"8DB7B8F91784A565";"electric_bike";"2024-01-29 20:45:40";"2024-01-29 20:51:26";"14th & Q St NW";"member";346
"6A4C20DF1E244C91";"electric_bike";"2024-01-14 22:34:22";"2024-01-14 22:49:14";"Thomas Circle";"member";892
"1EB176C1072C0668";"classic_bike";"2024-01-17 18:25:25";"2024-01-17 18:33:52";"Wilson Blvd & N Edgewood St";"member";507
"90A766A8830050D1";"classic_bike";"2024-01-07 13:45:14";"2024-01-07 14:00:57";"1st & K St NE";"member";943
"C6D50D342BACF91E";"classic_bike";"2024-01-23 09:03:33";"2024-01-23 09:11:02";"Wilson Blvd & N Edgewood St";"member";449
"10855CCA85F6B388";"electric_bike";"2024-01-11 17:32:16";"2024-01-11 17:38:47";"Wilson Blvd & N Edgewood St";"member";391
"296C1DAF00728BB5";"classic_bike";"2024-01-08 19:28:50";"2024-01-08 19:46:59";"North Capitol St & F St NW";"member";1089
"730F1483BCD06656";"classic_bike";"2024-01-13 16:55:17";"2024-01-13 17:03:07";"Wilson Blvd & N Edgewood St";"member";470
"4DA1A3821CEAC960";"classic_bike";"2024-01-14 16:16:37";"2024-01-14 16:25:04";"Wilson Blvd & N Edgewood St";"member";507
"2CB7BF462F93E61F";"electric_bike";"2024-01-30 16:28:11";"2024-01-30 16:43:22";"Metro Center / 12th & G St NW";"casual";911
"70F1DA949521AE2D";"electric_bike";"2024-01-13 18:44:53";"2024-01-13 18:56:12";"North Capitol St & F St NW";"casual";679
"981B58A26D6568EF";"classic_bike";"2024-01-01 14:01:03";"2024-01-01 15:15:26";"Metro Center / 12th & G St NW";"casual";4463
"02BAB30CD0D318A3";"classic_bike";"2024-01-22 17:38:48";"2024-01-22 18:00:13";"Metro Center / 12th & G St NW";"casual";1285
"2652E67895939ED3";"electric_bike";"2024-01-31 18:27:45";"2024-01-31 18:48:10";"Wilson Blvd & N Edgewood St";"casual";1225
"35E3AC9534FD665F";"electric_bike";"2024-01-07 17:00:07";"2024-01-07 17:06:38";"4th & C St SW";"casual";391
"188857096F22C0AF";"electric_bike";"2024-01-14 18:16:48";"2024-01-14 18:21:36";"Wilson Blvd & N Edgewood St";"casual";288
"08BF2B007D5467F7";"electric_bike";"2024-01-04 18:59:38";"2024-01-04 19:22:07";"Constitution Ave & 2nd St NW/DOL";"member";1349
"F2FBCF0E680ADC47";"electric_bike";"2024-01-17 18:41:07";"2024-01-17 18:54:54";"Wilson Blvd & N Edgewood St";"member";827
"862B2F5490496E54";"classic_bike";"2024-01-24 20:19:19";"2024-01-24 20:30:24";"North Capitol St & F St NW";"member";665
"DEECCA2F5CF0DD2C";"classic_bike";"2024-01-16 12:06:42";"2024-01-16 13:07:39";"North Capitol St & F St NW";"member";3657
"DCB461ED662C1E32";"classic_bike";"2024-01-27 13:52:54";"2024-01-27 14:00:34";"Wilson Blvd & N Edgewood St";"member";460
"CCAAFD5E8DB3772B";"classic_bike";"2024-01-07 11:46:30";"2024-01-07 12:01:56";"4th & C St SW";"member";926
"B07699F55A36D5A9";"electric_bike";"2024-01-07 11:47:44";"2024-01-07 12:02:21";"4th & C St SW";"member";877
"58600ECF191E0654";"classic_bike";"2024-01-31 19:34:49";"2024-01-31 19:39:59";"Wilson Blvd & N Edgewood St";"member";310
"0B749BE68541C72C";"classic_bike";"2024-01-18 17:20:59";"2024-01-18 17:40:15";"15th St & Constitution Ave NW";"member";1156
"D25DE93D69989F9C";"classic_bike";"2024-01-03 20:39:17";"2024-01-03 20:46:11";"Wilson Blvd & N Edgewood St";"member";414
"E3D14FD4731685CB";"classic_bike";"2024-01-29 21:21:46";"2024-01-29 21:31:30";"North Capitol St & F St NW";"member";584
"398F1F4E3A99A0E4";"classic_bike";"2024-01-26 15:56:41";"2024-01-26 16:07:55";"1st & K St NE";"member";674
"5EF8A647847CB060";"electric_bike";"2024-01-06 15:35:45";"2024-01-06 15:41:48";"North Capitol St & F St NW";"member";363
"093C54C6E9D9FD10";"classic_bike";"2024-01-30 19:24:06";"2024-01-30 19:41:28";"4th & C St SW";"member";1042
"718059AA8AB07EDD";"classic_bike";"2024-01-25 18:11:37";"2024-01-25 18:17:50";"Wilson Blvd & N Edgewood St";"member";373
"DB9F31D91D52512B";"classic_bike";"2024-01-12 17:10:18";"2024-01-12 17:21:08";"North Capitol St & F St NW";"member";650
"311374D6F3BB0EBE";"classic_bike";"2024-01-08 23:54:20";"2024-01-09 00:13:41";"Westpark & Jones Branch Dr";"member";1161
"1DFD32F3C0F3FCF8";"electric_bike";"2024-01-21 22:21:20";"2024-01-21 22:25:24";"Metro Center / 12th & G St NW";"member";244
"74F5AF169D413430";"classic_bike";"2024-01-06 00:33:28";"2024-01-06 00:52:32";"Westpark & Jones Branch Dr";"member";1144
"042A77482C76BC9C";"classic_bike";"2024-01-10 16:55:20";"2024-01-10 17:04:37";"North Capitol St & F St NW";"member";557
"8F3E5082484B9BE8";"classic_bike";"2024-01-25 15:46:50";"2024-01-25 15:56:19";"14th & Harvard St NW";"member";569
"9CB7F5617274EDA5";"electric_bike";"2024-01-28 15:53:34";"2024-01-28 16:02:16";"14th & Harvard St NW";"member";522
"B214D86DA45CC273";"electric_bike";"2024-01-13 12:05:11";"2024-01-13 12:11:44";"Columbia & Ontario Rd NW";"member";393
"C399629179C8C90A";"electric_bike";"2024-01-04 19:58:47";"2024-01-04 20:02:33";"17th & P St NW";"member";226
"1D04483CF6479136";"classic_bike";"2024-01-22 18:43:30";"2024-01-22 18:59:58";"16th & R St NW";"member";988
"8104871C4DEE7897";"electric_bike";"2024-01-04 19:52:24";"2024-01-04 20:01:17";"17th & P St NW";"member";533
"699521BA1318643B";"electric_bike";"2024-01-05 13:04:23";"2024-01-05 13:13:57";"17th & P St NW";"member";574
"1B899BEA09982EC2";"electric_bike";"2024-01-02 21:35:07";"2024-01-02 21:38:54";"Columbia & Ontario Rd NW";"member";227
"526FEA81A3B0AF10";"electric_bike";"2024-01-30 21:53:53";"2024-01-30 21:59:04";"Columbia & Ontario Rd NW";"member";311
"1984F24197E2D43B";"classic_bike";"2024-01-12 13:46:43";"2024-01-12 13:52:23";"Columbia & Ontario Rd NW";"member";340
"BE962857DCE11CA1";"classic_bike";"2024-01-04 17:45:20";"2024-01-04 17:54:34";"17th & P St NW";"member";554
"DACC3C2E558E2928";"classic_bike";"2024-01-27 16:40:33";"2024-01-27 16:48:23";"Maine Ave & Water St SW";"member";470
"6D0A65790BA1874B";"electric_bike";"2024-01-07 10:37:58";"2024-01-07 10:55:35";"Columbia & Ontario Rd NW";"member";1057
